definition_id,cohort_period,segment_dimension,segment_value,period_index,observed_denominator,retained_users,retention_rate,suppression_status
activation_retention,2025-W07,paid_user,False,1,1,1,1.0,shown
activation_retention,2025-W08,paid_user,False,1,1,1,1.0,shown
activation_retention,2025-W02,paid_user,True,1,1,1,1.0,shown
activation_retention,2025-W03,paid_user,True,1,1,1,1.0,shown
activation_retention,2025-W05,paid_user,True,1,1,1,1.0,shown
activation_retention,2025-W08,paid_user,True,1,1,1,1.0,shown
activation_retention,2025-W02,paid_user,False,2,1,1,1.0,shown
activation_retention,2025-W03,paid_user,False,2,1,0,0.0,shown
activation_retention,2025-W04,paid_user,False,2,1,1,1.0,shown
activation_retention,2025-W05,paid_user,False,2,2,2,1.0,shown
activation_retention,2025-W06,paid_user,False,2,1,0,0.0,shown
activation_retention,2025-W07,paid_user,False,2,1,1,1.0,shown
activation_retention,2025-W08,paid_user,False,2,1,1,1.0,shown
activation_retention,2025-W02,paid_user,True,2,1,1,1.0,shown
activation_retention,2025-W03,paid_user,True,2,1,1,1.0,shown
activation_retention,2025-W05,paid_user,True,2,1,1,1.0,shown
activation_retention,2025-W08,paid_user,True,2,1,1,1.0,shown
activation_retention,2025-W02,paid_user,False,3,1,1,1.0,shown
activation_retention,2025-W03,paid_user,False,3,1,0,0.0,shown
activation_retention,2025-W04,paid_user,False,3,1,1,1.0,shown
activation_retention,2025-W05,paid_user,False,3,2,0,0.0,shown
activation_retention,2025-W06,paid_user,False,3,1,0,0.0,shown
activation_retention,2025-W07,paid_user,False,3,1,1,1.0,shown
activation_retention,2025-W08,paid_user,False,3,1,0,0.0,shown
activation_retention,2025-W02,paid_user,True,3,1,1,1.0,shown
activation_retention,2025-W03,paid_user,True,3,1,0,0.0,shown
activation_retention,2025-W05,paid_user,True,3,1,1,1.0,shown
activation_retention,2025-W08,paid_user,True,3,1,1,1.0,shown
activation_retention,2025-W02,paid_user,False,4,1,0,0.0,shown
activation_retention,2025-W03,paid_user,False,4,1,0,0.0,shown
activation_retention,2025-W04,paid_user,False,4,1,0,0.0,shown
activation_retention,2025-W05,paid_user,False,4,2,0,0.0,shown
activation_retention,2025-W06,paid_user,False,4,1,0,0.0,shown
activation_retention,2025-W07,paid_user,False,4,1,1,1.0,shown
activation_retention,2025-W08,paid_user,False,4,1,0,0.0,shown
activation_retention,2025-W02,paid_user,True,4,1,1,1.0,shown
activation_retention,2025-W03,paid_user,True,4,1,0,0.0,shown
activation_retention,2025-W05,paid_user,True,4,1,0,0.0,shown
activation_retention,2025-W08,paid_user,True,4,1,1,1.0,shown
activation_retention,2025-W02,paid_user,False,5,1,0,0.0,shown
activation_retention,2025-W03,paid_user,False,5,1,0,0.0,shown
activation_retention,2025-W04,paid_user,False,5,1,0,0.0,shown
activation_retention,2025-W05,paid_user,False,5,2,0,0.0,shown
activation_retention,2025-W06,paid_user,False,5,1,0,0.0,shown
activation_retention,2025-W07,paid_user,False,5,1,1,1.0,shown
activation_retention,2025-W08,paid_user,False,5,1,0,0.0,shown
activation_retention,2025-W02,paid_user,True,5,1,0,0.0,shown
activation_retention,2025-W03,paid_user,True,5,1,0,0.0,shown
activation_retention,2025-W05,paid_user,True,5,1,0,0.0,shown
activation_retention,2025-W08,paid_user,True,5,1,0,0.0,shown
activation_retention,2025-W02,paid_user,False,6,1,0,0.0,shown
activation_retention,2025-W03,paid_user,False,6,1,0,0.0,shown
activation_retention,2025-W04,paid_user,False,6,1,0,0.0,shown
activation_retention,2025-W05,paid_user,False,6,2,0,0.0,shown
activation_retention,2025-W06,paid_user,False,6,1,0,0.0,shown
activation_retention,2025-W07,paid_user,False,6,1,0,0.0,shown
activation_retention,2025-W08,paid_user,False,6,1,0,0.0,shown
activation_retention,2025-W02,paid_user,True,6,1,0,0.0,shown
activation_retention,2025-W03,paid_user,True,6,1,0,0.0,shown
activation_retention,2025-W05,paid_user,True,6,1,0,0.0,shown
activation_retention,2025-W08,paid_user,True,6,1,0,0.0,shown
activation_retention,2025-W02,paid_user,False,7,1,0,0.0,shown
activation_retention,2025-W03,paid_user,False,7,1,0,0.0,shown
activation_retention,2025-W04,paid_user,False,7,1,0,0.0,shown
activation_retention,2025-W05,paid_user,False,7,2,0,0.0,shown
activation_retention,2025-W06,paid_user,False,7,1,0,0.0,shown
activation_retention,2025-W07,paid_user,False,7,1,0,0.0,shown
activation_retention,2025-W08,paid_user,False,7,1,0,0.0,shown
activation_retention,2025-W02,paid_user,True,7,1,0,0.0,shown
activation_retention,2025-W03,paid_user,True,7,1,0,0.0,shown
activation_retention,2025-W05,paid_user,True,7,1,0,0.0,shown
activation_retention,2025-W08,paid_user,True,7,1,0,0.0,shown
activation_retention,2025-W02,paid_user,False,8,1,0,0.0,shown
activation_retention,2025-W03,paid_user,False,8,1,0,0.0,shown
activation_retention,2025-W04,paid_user,False,8,1,0,0.0,shown
activation_retention,2025-W05,paid_user,False,8,2,0,0.0,shown
activation_retention,2025-W06,paid_user,False,8,1,0,0.0,shown
activation_retention,2025-W07,paid_user,False,8,1,0,0.0,shown
activation_retention,2025-W08,paid_user,False,8,1,0,0.0,shown
activation_retention,2025-W02,paid_user,True,8,1,0,0.0,shown
activation_retention,2025-W03,paid_user,True,8,1,0,0.0,shown
activation_retention,2025-W05,paid_user,True,8,1,0,0.0,shown
activation_retention,2025-W08,paid_user,True,8,1,0,0.0,shown
activation_retention,2025-W03,persona,casual_explorer,0,1,1,1.0,shown
activation_retention,2025-W05,persona,casual_explorer,0,1,1,1.0,shown
activation_retention,2025-W04,persona,operations_lead,0,1,1,1.0,shown
activation_retention,2025-W05,persona,operations_lead,0,1,1,1.0,shown
activation_retention,2025-W02,persona,power_user,0,1,1,1.0,shown
activation_retention,2025-W08,persona,power_user,0,1,1,1.0,shown
activation_retention,2025-W02,persona,small_team_member,0,1,1,1.0,shown
activation_retention,2025-W03,persona,small_team_member,0,1,1,1.0,shown
activation_retention,2025-W06,persona,solo_professional,0,1,1,1.0,shown
activation_retention,2025-W08,persona,solo_professional,0,1,1,1.0,shown
activation_retention,2025-W05,persona,team_admin,0,1,1,1.0,shown
activation_retention,2025-W07,persona,team_admin,0,1,1,1.0,shown
activation_retention,2025-W03,persona,casual_explorer,1,1,0,0.0,shown
activation_retention,2025-W05,persona,casual_explorer,1,1,1,1.0,shown
activation_retention,2025-W04,persona,operations_lead,1,1,1,1.0,shown
activation_retention,2025-W05,persona,operations_lead,1,1,1,1.0,shown
activation_retention,2025-W02,persona,power_user,1,1,1,1.0,shown
activation_retention,2025-W08,persona,power_user,1,1,1,1.0,shown
activation_retention,2025-W02,persona,small_team_member,1,1,1,1.0,shown
activation_retention,2025-W03,persona,small_team_member,1,1,1,1.0,shown
activation_retention,2025-W06,persona,solo_professional,1,1,1,1.0,shown
activation_retention,2025-W08,persona,solo_professional,1,1,1,1.0,shown
activation_retention,2025-W05,persona,team_admin,1,1,1,1.0,shown
activation_retention,2025-W07,persona,team_admin,1,1,1,1.0,shown
activation_retention,2025-W03,persona,casual_explorer,2,1,0,0.0,shown
activation_retention,2025-W05,persona,casual_explorer,2,1,1,1.0,shown
activation_retention,2025-W04,persona,operations_lead,2,1,1,1.0,shown
activation_retention,2025-W05,persona,operations_lead,2,1,1,1.0,shown
activation_retention,2025-W02,persona,power_user,2,1,1,1.0,shown
activation_retention,2025-W08,persona,power_user,2,1,1,1.0,shown
activation_retention,2025-W02,persona,small_team_member,2,1,1,1.0,shown
activation_retention,2025-W03,persona,small_team_member,2,1,1,1.0,shown
activation_retention,2025-W06,persona,solo_professional,2,1,0,0.0,shown
activation_retention,2025-W08,persona,solo_professional,2,1,1,1.0,shown
activation_retention,2025-W05,persona,team_admin,2,1,1,1.0,shown
activation_retention,2025-W07,persona,team_admin,2,1,1,1.0,shown
activation_retention,2025-W03,persona,casual_explorer,3,1,0,0.0,shown
activation_retention,2025-W05,persona,casual_explorer,3,1,0,0.0,shown
activation_retention,2025-W04,persona,operations_lead,3,1,1,1.0,shown
activation_retention,2025-W05,persona,operations_lead,3,1,1,1.0,shown
activation_retention,2025-W02,persona,power_user,3,1,1,1.0,shown
activation_retention,2025-W08,persona,power_user,3,1,1,1.0,shown
activation_retention,2025-W02,persona,small_team_member,3,1,1,1.0,shown
activation_retention,2025-W03,persona,small_team_member,3,1,0,0.0,shown
activation_retention,2025-W06,persona,solo_professional,3,1,0,0.0,shown
activation_retention,2025-W08,persona,solo_professional,3,1,0,0.0,shown
activation_retention,2025-W05,persona,team_admin,3,1,0,0.0,shown
activation_retention,2025-W07,persona,team_admin,3,1,1,1.0,shown
activation_retention,2025-W03,persona,casual_explorer,4,1,0,0.0,shown
activation_retention,2025-W05,persona,casual_explorer,4,1,0,0.0,shown
activation_retention,2025-W04,persona,operations_lead,4,1,0,0.0,shown
activation_retention,2025-W05,persona,operations_lead,4,1,0,0.0,shown
activation_retention,2025-W02,persona,power_user,4,1,1,1.0,shown
activation_retention,2025-W08,persona,power_user,4,1,1,1.0,shown
activation_retention,2025-W02,persona,small_team_member,4,1,0,0.0,shown
activation_retention,2025-W03,persona,small_team_member,4,1,0,0.0,shown
activation_retention,2025-W06,persona,solo_professional,4,1,0,0.0,shown
activation_retention,2025-W08,persona,solo_professional,4,1,0,0.0,shown
activation_retention,2025-W05,persona,team_admin,4,1,0,0.0,shown
activation_retention,2025-W07,persona,team_admin,4,1,1,1.0,shown
activation_retention,2025-W03,persona,casual_explorer,5,1,0,0.0,shown
activation_retention,2025-W05,persona,casual_explorer,5,1,0,0.0,shown
activation_retention,2025-W04,persona,operations_lead,5,1,0,0.0,shown
activation_retention,2025-W05,persona,operations_lead,5,1,0,0.0,shown
activation_retention,2025-W02,persona,power_user,5,1,0,0.0,shown
activation_retention,2025-W08,persona,power_user,5,1,0,0.0,shown
activation_retention,2025-W02,persona,small_team_member,5,1,0,0.0,shown
activation_retention,2025-W03,persona,small_team_member,5,1,0,0.0,shown
activation_retention,2025-W06,persona,solo_professional,5,1,0,0.0,shown
activation_retention,2025-W08,persona,solo_professional,5,1,0,0.0,shown
activation_retention,2025-W05,persona,team_admin,5,1,0,0.0,shown
activation_retention,2025-W07,persona,team_admin,5,1,1,1.0,shown
activation_retention,2025-W03,persona,casual_explorer,6,1,0,0.0,shown
activation_retention,2025-W05,persona,casual_explorer,6,1,0,0.0,shown
activation_retention,2025-W04,persona,operations_lead,6,1,0,0.0,shown
activation_retention,2025-W05,persona,operations_lead,6,1,0,0.0,shown
activation_retention,2025-W02,persona,power_user,6,1,0,0.0,shown
activation_retention,2025-W08,persona,power_user,6,1,0,0.0,shown
activation_retention,2025-W02,persona,small_team_member,6,1,0,0.0,shown
activation_retention,2025-W03,persona,small_team_member,6,1,0,0.0,shown
activation_retention,2025-W06,persona,solo_professional,6,1,0,0.0,shown
activation_retention,2025-W08,persona,solo_professional,6,1,0,0.0,shown
activation_retention,2025-W05,persona,team_admin,6,1,0,0.0,shown
activation_retention,2025-W07,persona,team_admin,6,1,0,0.0,shown
activation_retention,2025-W03,persona,casual_explorer,7,1,0,0.0,shown
activation_retention,2025-W05,persona,casual_explorer,7,1,0,0.0,shown
activation_retention,2025-W04,persona,operations_lead,7,1,0,0.0,shown
activation_retention,2025-W05,persona,operations_lead,7,1,0,0.0,shown
activation_retention,2025-W02,persona,power_user,7,1,0,0.0,shown
activation_retention,2025-W08,persona,power_user,7,1,0,0.0,shown
activation_retention,2025-W02,persona,small_team_member,7,1,0,0.0,shown
activation_retention,2025-W03,persona,small_team_member,7,1,0,0.0,shown
activation_retention,2025-W06,persona,solo_professional,7,1,0,0.0,shown
activation_retention,2025-W08,persona,solo_professional,7,1,0,0.0,shown
activation_retention,2025-W05,persona,team_admin,7,1,0,0.0,shown
activation_retention,2025-W07,persona,team_admin,7,1,0,0.0,shown
activation_retention,2025-W03,persona,casual_explorer,8,1,0,0.0,shown
activation_retention,2025-W05,persona,casual_explorer,8,1,0,0.0,shown
activation_retention,2025-W04,persona,operations_lead,8,1,0,0.0,shown
activation_retention,2025-W05,persona,operations_lead,8,1,0,0.0,shown
activation_retention,2025-W02,persona,power_user,8,1,0,0.0,shown
activation_retention,2025-W08,persona,power_user,8,1,0,0.0,shown
activation_retention,2025-W02,persona,small_team_member,8,1,0,0.0,shown
activation_retention,2025-W03,persona,small_team_member,8,1,0,0.0,shown
activation_retention,2025-W06,persona,solo_professional,8,1,0,0.0,shown
activation_retention,2025-W08,persona,solo_professional,8,1,0,0.0,shown
activation_retention,2025-W05,persona,team_admin,8,1,0,0.0,shown
activation_retention,2025-W07,persona,team_admin,8,1,0,0.0,shown
activation_retention,2025-W03,recommendation_engaged,False,0,2,2,1.0,shown
activation_retention,2025-W06,recommendation_engaged,False,0,1,1,1.0,shown
activation_retention,2025-W08,recommendation_engaged,False,0,2,2,1.0,shown
activation_retention,2025-W02,recommendation_engaged,True,0,2,2,1.0,shown
activation_retention,2025-W04,recommendation_engaged,True,0,1,1,1.0,shown
activation_retention,2025-W05,recommendation_engaged,True,0,3,3,1.0,shown
activation_retention,2025-W07,recommendation_engaged,True,0,1,1,1.0,shown
activation_retention,2025-W03,recommendation_engaged,False,1,2,1,0.5,shown
activation_retention,2025-W06,recommendation_engaged,False,1,1,1,1.0,shown
activation_retention,2025-W08,recommendation_engaged,False,1,2,2,1.0,shown
activation_retention,2025-W02,recommendation_engaged,True,1,2,2,1.0,shown
activation_retention,2025-W04,recommendation_engaged,True,1,1,1,1.0,shown
activation_retention,2025-W05,recommendation_engaged,True,1,3,3,1.0,shown
activation_retention,2025-W07,recommendation_engaged,True,1,1,1,1.0,shown
activation_retention,2025-W03,recommendation_engaged,False,2,2,1,0.5,shown
activation_retention,2025-W06,recommendation_engaged,False,2,1,0,0.0,shown
activation_retention,2025-W08,recommendation_engaged,False,2,2,2,1.0,shown
activation_retention,2025-W02,recommendation_engaged,True,2,2,2,1.0,shown
activation_retention,2025-W04,recommendation_engaged,True,2,1,1,1.0,shown
activation_retention,2025-W05,recommendation_engaged,True,2,3,3,1.0,shown
activation_retention,2025-W07,recommendation_engaged,True,2,1,1,1.0,shown
activation_retention,2025-W03,recommendation_engaged,False,3,2,0,0.0,shown
activation_retention,2025-W06,recommendation_engaged,False,3,1,0,0.0,shown
activation_retention,2025-W08,recommendation_engaged,False,3,2,1,0.5,shown
activation_retention,2025-W02,recommendation_engaged,True,3,2,2,1.0,shown
activation_retention,2025-W04,recommendation_engaged,True,3,1,1,1.0,shown
activation_retention,2025-W05,recommendation_engaged,True,3,3,1,0.333333,shown
activation_retention,2025-W07,recommendation_engaged,True,3,1,1,1.0,shown
activation_retention,2025-W03,recommendation_engaged,False,4,2,0,0.0,shown
activation_retention,2025-W06,recommendation_engaged,False,4,1,0,0.0,shown
activation_retention,2025-W08,recommendation_engaged,False,4,2,1,0.5,shown
activation_retention,2025-W02,recommendation_engaged,True,4,2,1,0.5,shown
activation_retention,2025-W04,recommendation_engaged,True,4,1,0,0.0,shown
activation_retention,2025-W05,recommendation_engaged,True,4,3,0,0.0,shown
activation_retention,2025-W07,recommendation_engaged,True,4,1,1,1.0,shown
activation_retention,2025-W03,recommendation_engaged,False,5,2,0,0.0,shown
activation_retention,2025-W06,recommendation_engaged,False,5,1,0,0.0,shown
activation_retention,2025-W08,recommendation_engaged,False,5,2,0,0.0,shown
activation_retention,2025-W02,recommendation_engaged,True,5,2,0,0.0,shown
activation_retention,2025-W04,recommendation_engaged,True,5,1,0,0.0,shown
activation_retention,2025-W05,recommendation_engaged,True,5,3,0,0.0,shown
activation_retention,2025-W07,recommendation_engaged,True,5,1,1,1.0,shown
activation_retention,2025-W03,recommendation_engaged,False,6,2,0,0.0,shown
activation_retention,2025-W06,recommendation_engaged,False,6,1,0,0.0,shown
activation_retention,2025-W08,recommendation_engaged,False,6,2,0,0.0,shown
activation_retention,2025-W02,recommendation_engaged,True,6,2,0,0.0,shown
activation_retention,2025-W04,recommendation_engaged,True,6,1,0,0.0,shown
activation_retention,2025-W05,recommendation_engaged,True,6,3,0,0.0,shown
activation_retention,2025-W07,recommendation_engaged,True,6,1,0,0.0,shown
activation_retention,2025-W03,recommendation_engaged,False,7,2,0,0.0,shown
activation_retention,2025-W06,recommendation_engaged,False,7,1,0,0.0,shown
activation_retention,2025-W08,recommendation_engaged,False,7,2,0,0.0,shown
activation_retention,2025-W02,recommendation_engaged,True,7,2,0,0.0,shown
activation_retention,2025-W04,recommendation_engaged,True,7,1,0,0.0,shown
activation_retention,2025-W05,recommendation_engaged,True,7,3,0,0.0,shown
activation_retention,2025-W07,recommendation_engaged,True,7,1,0,0.0,shown
activation_retention,2025-W03,recommendation_engaged,False,8,2,0,0.0,shown
activation_retention,2025-W06,recommendation_engaged,False,8,1,0,0.0,shown
activation_retention,2025-W08,recommendation_engaged,False,8,2,0,0.0,shown
activation_retention,2025-W02,recommendation_engaged,True,8,2,0,0.0,shown
activation_retention,2025-W04,recommendation_engaged,True,8,1,0,0.0,shown
activation_retention,2025-W05,recommendation_engaged,True,8,3,0,0.0,shown
activation_retention,2025-W07,recommendation_engaged,True,8,1,0,0.0,shown
activation_retention,2025-W02,region,Europe,0,1,1,1.0,shown
activation_retention,2025-W05,region,Europe,0,1,1,1.0,shown
activation_retention,2025-W07,region,Europe,0,1,1,1.0,shown
activation_retention,2025-W02,region,North America,0,1,1,1.0,shown
activation_retention,2025-W03,region,North America,0,2,2,1.0,shown
activation_retention,2025-W04,region,North America,0,1,1,1.0,shown
activation_retention,2025-W05,region,North America,0,2,2,1.0,shown
activation_retention,2025-W06,region,North America,0,1,1,1.0,shown
activation_retention,2025-W08,region,North America,0,2,2,1.0,shown
activation_retention,2025-W02,region,Europe,1,1,1,1.0,shown
activation_retention,2025-W05,region,Europe,1,1,1,1.0,shown
activation_retention,2025-W07,region,Europe,1,1,1,1.0,shown
activation_retention,2025-W02,region,North America,1,1,1,1.0,shown
activation_retention,2025-W03,region,North America,1,2,1,0.5,shown
activation_retention,2025-W04,region,North America,1,1,1,1.0,shown
activation_retention,2025-W05,region,North America,1,2,2,1.0,shown
activation_retention,2025-W06,region,North America,1,1,1,1.0,shown
activation_retention,2025-W08,region,North America,1,2,2,1.0,shown
activation_retention,2025-W02,region,Europe,2,1,1,1.0,shown
activation_retention,2025-W05,region,Europe,2,1,1,1.0,shown
activation_retention,2025-W07,region,Europe,2,1,1,1.0,shown
activation_retention,2025-W02,region,North America,2,1,1,1.0,shown
activation_retention,2025-W03,region,North America,2,2,1,0.5,shown
activation_retention,2025-W04,region,North America,2,1,1,1.0,shown
activation_retention,2025-W05,region,North America,2,2,2,1.0,shown
activation_retention,2025-W06,region,North America,2,1,0,0.0,shown
activation_retention,2025-W08,region,North America,2,2,2,1.0,shown
activation_retention,2025-W02,region,Europe,3,1,1,1.0,shown
activation_retention,2025-W05,region,Europe,3,1,0,0.0,shown
activation_retention,2025-W07,region,Europe,3,1,1,1.0,shown
activation_retention,2025-W02,region,North America,3,1,1,1.0,shown
activation_retention,2025-W03,region,North America,3,2,0,0.0,shown
activation_retention,2025-W04,region,North America,3,1,1,1.0,shown
activation_retention,2025-W05,region,North America,3,2,1,0.5,shown
activation_retention,2025-W06,region,North America,3,1,0,0.0,shown
activation_retention,2025-W08,region,North America,3,2,1,0.5,shown
activation_retention,2025-W02,region,Europe,4,1,1,1.0,shown
activation_retention,2025-W05,region,Europe,4,1,0,0.0,shown
activation_retention,2025-W07,region,Europe,4,1,1,1.0,shown
activation_retention,2025-W02,region,North America,4,1,0,0.0,shown
activation_retention,2025-W03,region,North America,4,2,0,0.0,shown
activation_retention,2025-W04,region,North America,4,1,0,0.0,shown
activation_retention,2025-W05,region,North America,4,2,0,0.0,shown
activation_retention,2025-W06,region,North America,4,1,0,0.0,shown
activation_retention,2025-W08,region,North America,4,2,1,0.5,shown
activation_retention,2025-W02,region,Europe,5,1,0,0.0,shown
activation_retention,2025-W05,region,Europe,5,1,0,0.0,shown
activation_retention,2025-W07,region,Europe,5,1,1,1.0,shown
activation_retention,2025-W02,region,North America,5,1,0,0.0,shown
activation_retention,2025-W03,region,North America,5,2,0,0.0,shown
activation_retention,2025-W04,region,North America,5,1,0,0.0,shown
activation_retention,2025-W05,region,North America,5,2,0,0.0,shown
activation_retention,2025-W06,region,North America,5,1,0,0.0,shown
activation_retention,2025-W08,region,North America,5,2,0,0.0,shown
activation_retention,2025-W02,region,Europe,6,1,0,0.0,shown
activation_retention,2025-W05,region,Europe,6,1,0,0.0,shown
activation_retention,2025-W07,region,Europe,6,1,0,0.0,shown
activation_retention,2025-W02,region,North America,6,1,0,0.0,shown
activation_retention,2025-W03,region,North America,6,2,0,0.0,shown
activation_retention,2025-W04,region,North America,6,1,0,0.0,shown
activation_retention,2025-W05,region,North America,6,2,0,0.0,shown
activation_retention,2025-W06,region,North America,6,1,0,0.0,shown
activation_retention,2025-W08,region,North America,6,2,0,0.0,shown
activation_retention,2025-W02,region,Europe,7,1,0,0.0,shown
activation_retention,2025-W05,region,Europe,7,1,0,0.0,shown
activation_retention,2025-W07,region,Europe,7,1,0,0.0,shown
activation_retention,2025-W02,region,North America,7,1,0,0.0,shown
activation_retention,2025-W03,region,North America,7,2,0,0.0,shown
activation_retention,2025-W04,region,North America,7,1,0,0.0,shown
activation_retention,2025-W05,region,North America,7,2,0,0.0,shown
activation_retention,2025-W06,region,North America,7,1,0,0.0,shown
activation_retention,2025-W08,region,North America,7,2,0,0.0,shown
activation_retention,2025-W02,region,Europe,8,1,0,0.0,shown
activation_retention,2025-W05,region,Europe,8,1,0,0.0,shown
activation_retention,2025-W07,region,Europe,8,1,0,0.0,shown
activation_retention,2025-W02,region,North America,8,1,0,0.0,shown
activation_retention,2025-W03,region,North America,8,2,0,0.0,shown
activation_retention,2025-W04,region,North America,8,1,0,0.0,shown
activation_retention,2025-W05,region,North America,8,2,0,0.0,shown
activation_retention,2025-W06,region,North America,8,1,0,0.0,shown
activation_retention,2025-W08,region,North America,8,2,0,0.0,shown
automation_user_retention,2025-W02,acquisition_channel,product_led_referral,0,1,1,1.0,shown
automation_user_retention,2025-W02,acquisition_channel,product_led_referral,1,1,1,1.0,shown
automation_user_retention,2025-W02,acquisition_channel,product_led_referral,2,1,1,1.0,shown
automation_user_retention,2025-W02,acquisition_channel,product_led_referral,3,1,1,1.0,shown
automation_user_retention,2025-W02,acquisition_channel,product_led_referral,4,1,1,1.0,shown
automation_user_retention,2025-W02,acquisition_channel,product_led_referral,5,1,0,0.0,shown
automation_user_retention,2025-W02,acquisition_channel,product_led_referral,6,1,0,0.0,shown
automation_user_retention,2025-W02,acquisition_channel,product_led_referral,7,1,0,0.0,shown
automation_user_retention,2025-W02,acquisition_channel,product_led_referral,8,1,0,0.0,shown
automation_user_retention,2025-W02,activated,True,0,1,1,1.0,shown
automation_user_retention,2025-W02,activated,True,1,1,1,1.0,shown
automation_user_retention,2025-W02,activated,True,2,1,1,1.0,shown
automation_user_retention,2025-W02,activated,True,3,1,1,1.0,shown
automation_user_retention,2025-W02,activated,True,4,1,1,1.0,shown
automation_user_retention,2025-W02,activated,True,5,1,0,0.0,shown
automation_user_retention,2025-W02,activated,True,6,1,0,0.0,shown
automation_user_retention,2025-W02,activated,True,7,1,0,0.0,shown
automation_user_retention,2025-W02,activated,True,8,1,0,0.0,shown
automation_user_retention,2025-W02,automation_adopter,True,0,1,1,1.0,shown
automation_user_retention,2025-W02,automation_adopter,True,1,1,1,1.0,shown
automation_user_retention,2025-W02,automation_adopter,True,2,1,1,1.0,shown
automation_user_retention,2025-W02,automation_adopter,True,3,1,1,1.0,shown
automation_user_retention,2025-W02,automation_adopter,True,4,1,1,1.0,shown
automation_user_retention,2025-W02,automation_adopter,True,5,1,0,0.0,shown
automation_user_retention,2025-W02,automation_adopter,True,6,1,0,0.0,shown
automation_user_retention,2025-W02,automation_adopter,True,7,1,0,0.0,shown
automation_user_retention,2025-W02,automation_adopter,True,8,1,0,0.0,shown
automation_user_retention,2025-W02,collaboration_adopter,True,0,1,1,1.0,shown
automation_user_retention,2025-W02,collaboration_adopter,True,1,1,1,1.0,shown
automation_user_retention,2025-W02,collaboration_adopter,True,2,1,1,1.0,shown
automation_user_retention,2025-W02,collaboration_adopter,True,3,1,1,1.0,shown
automation_user_retention,2025-W02,collaboration_adopter,True,4,1,1,1.0,shown
automation_user_retention,2025-W02,collaboration_adopter,True,5,1,0,0.0,shown
automation_user_retention,2025-W02,collaboration_adopter,True,6,1,0,0.0,shown
automation_user_retention,2025-W02,collaboration_adopter,True,7,1,0,0.0,shown
automation_user_retention,2025-W02,collaboration_adopter,True,8,1,0,0.0,shown
automation_user_retention,2025-W02,company_size_band,2-10,0,1,1,1.0,shown
automation_user_retention,2025-W02,company_size_band,2-10,1,1,1,1.0,shown
automation_user_retention,2025-W02,company_size_band,2-10,2,1,1,1.0,shown
automation_user_retention,2025-W02,company_size_band,2-10,3,1,1,1.0,shown
automation_user_retention,2025-W02,company_size_band,2-10,4,1,1,1.0,shown
automation_user_retention,2025-W02,company_size_band,2-10,5,1,0,0.0,shown
automation_user_retention,2025-W02,company_size_band,2-10,6,1,0,0.0,shown
automation_user_retention,2025-W02,company_size_band,2-10,7,1,0,0.0,shown
automation_user_retention,2025-W02,company_size_band,2-10,8,1,0,0.0,shown
automation_user_retention,2025-W02,current_plan,business,0,1,1,1.0,shown
automation_user_retention,2025-W02,current_plan,business,1,1,1,1.0,shown
automation_user_retention,2025-W02,current_plan,business,2,1,1,1.0,shown
automation_user_retention,2025-W02,current_plan,business,3,1,1,1.0,shown
automation_user_retention,2025-W02,current_plan,business,4,1,1,1.0,shown
automation_user_retention,2025-W02,current_plan,business,5,1,0,0.0,shown
automation_user_retention,2025-W02,current_plan,business,6,1,0,0.0,shown
automation_user_retention,2025-W02,current_plan,business,7,1,0,0.0,shown
automation_user_retention,2025-W02,current_plan,business,8,1,0,0.0,shown
automation_user_retention,2025-W02,device_preference,desktop,0,1,1,1.0,shown
automation_user_retention,2025-W02,device_preference,desktop,1,1,1,1.0,shown
automation_user_retention,2025-W02,device_preference,desktop,2,1,1,1.0,shown
automation_user_retention,2025-W02,device_preference,desktop,3,1,1,1.0,shown
automation_user_retention,2025-W02,device_preference,desktop,4,1,1,1.0,shown
automation_user_retention,2025-W02,device_preference,desktop,5,1,0,0.0,shown
automation_user_retention,2025-W02,device_preference,desktop,6,1,0,0.0,shown
automation_user_retention,2025-W02,device_preference,desktop,7,1,0,0.0,shown
automation_user_retention,2025-W02,device_preference,desktop,8,1,0,0.0,shown
automation_user_retention,2025-W02,initial_plan,free,0,1,1,1.0,shown
automation_user_retention,2025-W02,initial_plan,free,1,1,1,1.0,shown
automation_user_retention,2025-W02,initial_plan,free,2,1,1,1.0,shown
automation_user_retention,2025-W02,initial_plan,free,3,1,1,1.0,shown
automation_user_retention,2025-W02,initial_plan,free,4,1,1,1.0,shown
automation_user_retention,2025-W02,initial_plan,free,5,1,0,0.0,shown
automation_user_retention,2025-W02,initial_plan,free,6,1,0,0.0,shown
automation_user_retention,2025-W02,initial_plan,free,7,1,0,0.0,shown
automation_user_retention,2025-W02,initial_plan,free,8,1,0,0.0,shown
automation_user_retention,2025-W02,is_team_account,True,0,1,1,1.0,shown
automation_user_retention,2025-W02,is_team_account,True,1,1,1,1.0,shown
automation_user_retention,2025-W02,is_team_account,True,2,1,1,1.0,shown
automation_user_retention,2025-W02,is_team_account,True,3,1,1,1.0,shown
automation_user_retention,2025-W02,is_team_account,True,4,1,1,1.0,shown
automation_user_retention,2025-W02,is_team_account,True,5,1,0,0.0,shown
automation_user_retention,2025-W02,is_team_account,True,6,1,0,0.0,shown
automation_user_retention,2025-W02,is_team_account,True,7,1,0,0.0,shown
automation_user_retention,2025-W02,is_team_account,True,8,1,0,0.0,shown
